area_type,availability,location,size,bath,balcony,price,bhk,total_sqft,price_per_sqft
Super built-up  Area,Ready To Move,Gottigere,3 BHK,2.0,2.0,52.0,3,1230.0,4227.642276422765
Super built-up  Area,18-Apr,Haralur Road,3 BHK,2.0,2.0,85.0,3,1520.0,5592.105263157895
Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,1.0,1.0,26.25,1,525.0,5000.0
Super built-up  Area,20-Oct,Hosa Road,2 BHK,2.0,1.0,61.0,2,1040.0,5865.384615384615
Built-up  Area,Ready To Move,Other,3 BHK,2.0,1.0,67.0,3,1300.0,5153.846153846154
Super built-up  Area,18-Dec,Old Airport Road,4 BHK,4.0,3.0,201.0,4,2690.0,7472.118959107806
Super built-up  Area,Ready To Move,Domlur,1 BHK,1.0,1.0,70.0,1,780.0,8974.358974358975
Super built-up  Area,Ready To Move,Panathur,2 BHK,2.0,1.0,51.2,2,1140.0,4491.228070175439
Super built-up  Area,19-Jan,Chandapura,3 BHK,3.0,1.0,33.08,3,1225.0,2700.408163265306
Built-up  Area,Ready To Move,Nagavarapalya,1 BHK,1.0,0.0,25.84,1,646.0,4000.0
Super built-up  Area,Ready To Move,Cox Town,3 BHK,3.0,1.0,150.0,3,1600.0,9375.0
Super built-up  Area,18-Apr,Kadugodi,3 BHK,4.0,3.0,125.0,3,1890.0,6613.756613756614
Built-up  Area,Ready To Move,Kadugodi,2 BHK,2.0,1.0,34.0,2,1050.0,3238.095238095238
Plot  Area,Ready To Move,Other,6 Bedroom,4.0,2.0,100.0,6,1200.0,8333.333333333334
Super built-up  Area,Ready To Move,Whitefield,3 BHK,2.0,2.0,62.0,3,1458.0,4252.400548696845
Plot  Area,Ready To Move,Other,5 Bedroom,6.0,0.0,86.0,5,1200.0,7166.666666666667
Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,3.0,2.0,160.0,3,1970.0,8121.827411167513
Plot  Area,Ready To Move,Whitefield,3 Bedroom,4.0,0.0,80.0,3,1808.0,4424.778761061947
Built-up  Area,Ready To Move,Balagere,2 BHK,2.0,1.0,67.0,2,1007.0,6653.4260178748755
Super built-up  Area,Ready To Move,Doddathoguru,2 BHK,2.0,1.0,50.0,2,1105.0,4524.886877828054
Super built-up  Area,Ready To Move,Lakshminarayana Pura,3 BHK,3.0,3.0,150.0,3,1700.0,8823.529411764706
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,2.0,3.0,50.0,2,1170.0,4273.504273504273
Built-up  Area,Ready To Move,Chandapura,2 BHK,2.0,3.0,45.0,2,1080.0,4166.666666666667
Super built-up  Area,Ready To Move,Kaggalipura,3 BHK,2.0,1.0,62.0,3,1150.0,5391.304347826087
Super built-up  Area,19-Jul,Ramamurthy Nagar,2 BHK,2.0,1.0,57.9,2,1200.0,4825.0
Super built-up  Area,Ready To Move,Other,2 BHK,2.0,1.0,54.0,2,1200.0,4500.0
Super built-up  Area,Ready To Move,Kudlu Gate,3 BHK,3.0,2.0,75.0,3,1656.0,4528.985507246377
Plot  Area,18-Apr,Other,4 Bedroom,4.0,2.0,87.0,4,600.0,14500.0
Super built-up  Area,Ready To Move,KR Puram,2 BHK,2.0,2.0,50.0,2,1040.0,4807.692307692308
Super built-up  Area,Ready To Move,Hosur Road,2 BHK,2.0,2.0,33.7,2,1085.0,3105.9907834101386
Super built-up  Area,18-Apr,Other,3 BHK,2.0,2.0,49.75,3,1215.0,4094.650205761317
Built-up  Area,Ready To Move,NRI Layout,4 Bedroom,4.0,2.0,115.0,4,2150.0,5348.837209302325
Plot  Area,Ready To Move,Hoodi,4 Bedroom,4.0,1.0,120.0,4,1100.0,10909.09090909091
Super built-up  Area,18-Feb,Panathur,2 BHK,2.0,1.0,77.0,2,1210.0,6363.636363636364
Built-up  Area,Ready To Move,Other,2 BHK,2.0,1.0,55.0,2,1050.0,5238.0952380952385
Plot  Area,Ready To Move,Other,3 Bedroom,3.0,1.0,70.0,3,600.0,11666.666666666666
Super built-up  Area,18-Aug,Iblur Village,3 BHK,3.0,2.0,150.0,3,1920.0,7812.5
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,2.0,1.0,50.0,3,1250.0,4000.0
Super built-up  Area,Ready To Move,Mysore Road,2 BHK,2.0,1.0,80.0,2,947.55,8442.826236082528
Built-up  Area,Ready To Move,Malleshpalya,2 BHK,2.0,1.0,90.0,2,1421.0,6333.56790992259
Plot  Area,Ready To Move,Other,6 Bedroom,4.0,2.0,155.0,6,1050.0,14761.904761904761
Super built-up  Area,18-May,Old Madras Road,3 BHK,2.0,2.0,74.31,3,1425.0,5214.736842105263
Super built-up  Area,Ready To Move,Budigere,2 BHK,2.0,1.0,58.0,2,1162.0,4991.394148020654
Super built-up  Area,18-Jul,Whitefield,1 BHK,1.0,1.0,60.0,1,905.0,6629.834254143647
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,2.0,1.0,32.0,2,914.0,3501.09409190372
Built-up  Area,18-Apr,Other,2 BHK,2.0,0.0,58.0,2,1258.0,4610.492845786964
Plot  Area,Ready To Move,CV Raman Nagar,4 Bedroom,4.0,2.0,220.0,4,1100.0,20000.0
Plot  Area,Ready To Move,Hormavu,4 Bedroom,4.0,1.0,289.0,4,3500.0,8257.142857142857
Plot  Area,Ready To Move,Poorna Pragna Layout,7 Bedroom,6.0,2.0,450.0,7,2400.0,18750.0
Built-up  Area,Ready To Move,Ramagondanahalli,4 Bedroom,4.0,2.0,800.0,4,4200.0,19047.619047619046
Super built-up  Area,Ready To Move,Whitefield,3 BHK,2.0,3.0,70.0,3,1537.0,4554.326610279766
Super built-up  Area,Ready To Move,Chikkalasandra,3 BHK,2.0,2.0,53.51,3,1230.0,4350.40650406504
Plot  Area,Ready To Move,Other,6 Bedroom,5.0,2.0,300.0,6,2400.0,12500.0
Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,3.0,1.0,200.0,3,2250.0,8888.888888888889
Plot  Area,Ready To Move,Hosur Road,4 Bedroom,4.0,1.0,69.0,4,2000.0,3450.0
Super built-up  Area,Ready To Move,Other,8 BHK,4.0,3.0,130.0,8,3000.0,4333.333333333333
Built-up  Area,Ready To Move,Kumaraswami Layout,4 Bedroom,4.0,0.0,325.0,4,2600.0,12500.0
Built-up  Area,16-Sep,Indira Nagar,4 Bedroom,3.0,2.0,250.0,4,3200.0,7812.5
Built-up  Area,Ready To Move,Anjanapura,2 BHK,2.0,0.0,32.0,2,950.0,3368.4210526315787
Super built-up  Area,Ready To Move,Marathahalli,4 BHK,4.0,2.0,200.0,4,4000.0,5000.0
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,2.0,1.0,48.72,3,1282.0,3800.312012480499
Built-up  Area,18-Apr,Banashankari Stage III,2 BHK,2.0,0.0,111.0,2,1304.0,8512.269938650306
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,3.0,2.0,200.0,3,2100.0,9523.809523809523
Built-up  Area,Ready To Move,Jakkur,3 BHK,2.0,2.0,49.0,3,1220.0,4016.3934426229507
Super built-up  Area,Ready To Move,Budigere,3 BHK,3.0,2.0,85.0,3,1636.0,5195.59902200489
Built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,3.0,1.0,65.0,3,1415.0,4593.639575971732
Plot  Area,Ready To Move,Bommenahalli,3 Bedroom,3.0,1.0,217.0,3,653400.0,33.210896847260486
Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,3.0,2.0,125.0,3,1728.0,7233.7962962962965
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,3.0,3.0,125.0,3,1680.0,7440.476190476191
Super built-up  Area,19-Dec,Other,2 BHK,2.0,1.0,140.0,2,1235.0,11336.032388663967
Plot  Area,18-May,Yelachenahalli,4 Bedroom,2.0,1.0,115.0,4,900.0,12777.777777777777
Built-up  Area,Ready To Move,Yelahanka,4 Bedroom,4.0,1.0,260.0,4,3990.0,6516.290726817043
Built-up  Area,Ready To Move,Kasavanhalli,2 BHK,2.0,2.0,83.0,2,1495.0,5551.8394648829435
Plot  Area,Ready To Move,Hennur Road,5 Bedroom,5.0,1.0,175.0,5,1500.0,11666.666666666666
Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,3.0,3.0,138.0,3,2501.0,5517.792882846861
Carpet  Area,20-Dec,Kanakpura Road,1 BHK,1.0,0.0,28.0,1,381.0,7349.081364829396
Super built-up  Area,19-Mar,Other,4 BHK,5.0,2.0,570.0,4,3301.8,17263.310921315646
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,3.0,2.0,120.0,3,2002.0,5994.005994005994
Built-up  Area,17-Mar,Other,3 Bedroom,3.0,0.0,260.0,3,3200.0,8125.0
Plot  Area,Ready To Move,Banjara Layout,2 Bedroom,2.0,2.0,70.0,2,1200.0,5833.333333333333
Plot  Area,Ready To Move,Sarjapur  Road,4 Bedroom,3.0,0.0,235.0,4,1500.0,15666.666666666666
Plot  Area,17-Sep,Bommasandra,3 Bedroom,3.0,2.0,90.0,3,1942.0,4634.3975283213185
Built-up  Area,Ready To Move,Other,1 Bedroom,1.0,0.0,95.0,1,660.0,14393.939393939394
Plot  Area,Ready To Move,Banashankari Stage III,4 Bedroom,6.0,2.0,170.0,4,1200.0,14166.666666666666
Built-up  Area,Ready To Move,Other,3 BHK,3.0,2.0,90.0,3,1450.0,6206.896551724138
Super built-up  Area,Ready To Move,Electronic City,2 BHK,2.0,1.0,50.0,2,1039.0,4812.319538017325
Super built-up  Area,Ready To Move,Old Madras Road,2 BHK,2.0,1.0,80.0,2,1210.0,6611.570247933884
Super built-up  Area,Ready To Move,Attibele,2 BHK,1.0,1.0,24.88,2,995.0,2500.502512562814
Built-up  Area,Ready To Move,Yelahanka,3 BHK,3.0,2.0,90.0,3,1620.0,5555.555555555556
Built-up  Area,Ready To Move,Choodasandra,3 Bedroom,4.0,3.0,395.0,3,3204.0,12328.339575530586
Built-up  Area,Ready To Move,Hebbal Kempapura,3 BHK,3.0,3.0,260.0,3,3408.0,7629.107981220657
Built-up  Area,Ready To Move,Marathahalli,2 BHK,2.0,3.0,55.0,2,1314.0,4185.692541856925
Super built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,2.0,1.0,33.0,2,945.0,3492.063492063492
Built-up  Area,Ready To Move,Nehru Nagar,3 BHK,3.0,2.0,72.0,3,1374.0,5240.174672489083
Built-up  Area,19-Jan,Kanakpura Road,3 BHK,3.0,3.0,113.0,3,1603.0,7049.282595134124
Built-up  Area,Ready To Move,Kengeri,3 BHK,2.0,2.0,52.0,3,1230.0,4227.642276422765
Super built-up  Area,Ready To Move,Basavangudi,1 RK,1.0,1.0,50.0,1,670.0,7462.686567164179
Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,3.0,2.0,105.0,4,1864.0,5633.0472103004295
Built-up  Area,18-Jan,Hosa Road,3 Bedroom,3.0,2.0,100.0,3,2500.0,4000.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,2.0,2.0,54.0,3,1625.0,3323.076923076923
Super built-up  Area,Ready To Move,Whitefield,2 BHK,2.0,3.0,55.0,2,1186.0,4637.43676222597
Plot  Area,Ready To Move,KR Puram,8 Bedroom,7.0,2.0,382.0,8,1500.0,25466.666666666668
Super built-up  Area,Ready To Move,Electronic City,2 BHK,1.0,1.0,39.9,2,770.0,5181.818181818182
Super built-up  Area,18-Feb,Varthur,2 BHK,2.0,1.0,45.0,2,1085.0,4147.465437788019
Super built-up  Area,Ready To Move,Other,4 BHK,6.0,2.0,480.0,4,3754.0,12786.361214704315
Super built-up  Area,Ready To Move,Other,3 BHK,3.0,2.0,115.0,3,1893.0,6075.0132065504495
Plot  Area,Ready To Move,Other,4 Bedroom,3.0,2.0,65.0,4,600.0,10833.333333333334
Super built-up  Area,Ready To Move,Kundalahalli,3 BHK,2.0,3.0,78.0,3,1496.0,5213.903743315508
Super built-up  Area,18-Jul,Chandapura,3 BHK,3.0,1.0,33.28,3,1305.0,2550.191570881226
Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,2.0,2.0,82.0,3,1550.0,5290.322580645161
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,2.0,1.0,58.17,3,1200.0,4847.5
Super built-up  Area,20-Jan,Badavala Nagar,3 BHK,2.0,2.0,94.55,3,1494.0,6328.647925033467
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,2.0,2.0,69.0,2,1286.0,5365.47433903577
Plot  Area,Ready To Move,Other,3 Bedroom,4.0,1.0,100.0,3,600.0,16666.666666666668
Super built-up  Area,Ready To Move,Hebbal,3 BHK,3.0,2.0,95.0,3,1860.0,5107.5268817204305
Built-up  Area,Ready To Move,Other,1 BHK,1.0,1.0,750.0,1,425.0,176470.58823529413
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,2.0,2.0,45.0,2,1243.0,3620.2735317779566
Super built-up  Area,Ready To Move,Brookefield,2 BHK,2.0,2.0,75.0,2,1200.0,6250.0
Super built-up  Area,Ready To Move,Sarjapur,2 BHK,2.0,2.0,32.0,2,1044.0,3065.1340996168583
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,2.0,1.0,41.59,2,1040.0,3999.038461538462
Super built-up  Area,18-Jun,8th Phase JP Nagar,2 BHK,2.0,2.0,36.94,2,1125.0,3283.5555555555557
Super built-up  Area,19-Jul,Cunningham Road,3 BHK,3.0,1.0,662.0,3,3489.0,18973.91802808828
Super built-up  Area,Ready To Move,Subramanyapura,3 BHK,2.0,2.0,59.0,3,1278.0,4616.588419405321
Super built-up  Area,Ready To Move,Other,6 BHK,6.0,2.0,98.0,6,2400.0,4083.3333333333335
Super built-up  Area,Ready To Move,Other,2 BHK,2.0,1.0,43.0,2,1250.0,3440.0
Plot  Area,Ready To Move,Vijayanagar,5 Bedroom,6.0,3.0,125.0,5,2400.0,5208.333333333333
Plot  Area,Ready To Move,KR Puram,5 Bedroom,5.0,2.0,560.0,5,4166.0,13442.150744119059
Super built-up  Area,Ready To Move,Lakshminarayana Pura,2 BHK,2.0,2.0,75.0,2,1210.0,6198.347107438017
Super built-up  Area,Ready To Move,8th Phase JP Nagar,4 BHK,3.0,2.0,110.0,4,1200.0,9166.666666666666
Super built-up  Area,18-Apr,Sarjapur  Road,3 BHK,2.0,1.0,57.84,3,1157.0,4999.1356957649095
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,2.0,1.0,51.15,2,1185.0,4316.455696202532
Super built-up  Area,Ready To Move,Kalena Agrahara,3 BHK,3.0,3.0,100.0,3,1450.0,6896.551724137931
Super built-up  Area,Ready To Move,Old Madras Road,3 BHK,3.0,2.0,121.0,3,1859.0,6508.87573964497
Super built-up  Area,Ready To Move,Rajaji Nagar,2 BHK,3.0,2.0,262.0,2,1763.0,14861.032331253546
Super built-up  Area,17-Sep,Attibele,2 BHK,1.0,1.0,25.0,2,900.0,2777.777777777778
Super built-up  Area,Ready To Move,Ramamurthy Nagar,3 BHK,3.0,1.0,60.0,3,1305.0,4597.701149425287
Built-up  Area,Ready To Move,Other,3 BHK,2.0,2.0,100.0,3,1200.0,8333.333333333334
Super built-up  Area,Ready To Move,Thanisandra,1 BHK,1.0,0.0,35.285,1,784.0,4500.6377551020405
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,2.0,0.0,36.8,2,1150.0,3199.9999999999995
Built-up  Area,Ready To Move,Whitefield,3 BHK,3.0,3.0,85.0,3,1806.0,4706.5337763012185
Super built-up  Area,Ready To Move,Kudlu,2 BHK,2.0,2.0,42.0,2,1027.0,4089.581304771178
Super built-up  Area,19-Jul,Uttarahalli,2 BHK,2.0,1.0,40.08,2,1002.0,4000.0
Super built-up  Area,18-Apr,Electronic City Phase II,3 BHK,2.0,1.0,36.21,3,1220.0,2968.032786885246
Super built-up  Area,Ready To Move,Whitefield,2 BHK,2.0,1.0,35.22,2,1109.0,3175.834084761046
Built-up  Area,Ready To Move,Uttarahalli,2 BHK,2.0,1.0,40.08,2,1002.0,4000.0
Super built-up  Area,Ready To Move,Narayanapura,2 BHK,2.0,1.0,89.04,2,1308.0,6807.339449541284
Super built-up  Area,19-Mar,Hennur Road,2 BHK,2.0,1.0,69.6,2,1232.0,5649.350649350648
Super built-up  Area,18-Apr,Haralur Road,2 BHK,2.0,2.0,44.0,2,1027.0,4284.323271665044
Built-up  Area,Ready To Move,Kalyan nagar,2 BHK,2.0,2.0,65.0,2,1250.0,5200.0
Plot  Area,Ready To Move,Other,6 Bedroom,6.0,3.0,170.0,6,900.0,18888.88888888889
Plot  Area,Ready To Move,KR Puram,4 Bedroom,4.0,2.0,80.0,4,960.0,8333.333333333334
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,2.0,1.0,53.87,2,1255.0,4292.4302788844625
Built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,3.0,3.0,84.0,3,1434.0,5857.740585774059
Built-up  Area,Ready To Move,Doddathoguru,2 BHK,2.0,2.0,30.0,2,925.0,3243.2432432432433
Super built-up  Area,19-Dec,Jakkur,3 BHK,3.0,1.0,123.0,3,1858.0,6620.021528525296
Built-up  Area,Ready To Move,Other,2 BHK,2.0,1.0,70.0,2,1205.0,5809.128630705394
Plot  Area,18-Jul,Other,3 Bedroom,3.0,2.0,90.0,3,1500.0,6000.0
Plot  Area,Ready To Move,Other,3 Bedroom,3.0,2.0,200.0,3,1200.0,16666.666666666668
Super built-up  Area,Ready To Move,Mysore Road,2 BHK,2.0,2.0,48.95,2,1020.0,4799.019607843137
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,2.0,1.0,56.0,2,965.0,5803.108808290155
Plot  Area,Ready To Move,7th Phase JP Nagar,5 Bedroom,6.0,3.0,270.0,5,1800.0,15000.0
Plot  Area,Ready To Move,Other,6 Bedroom,4.0,2.0,90.0,6,1200.0,7500.0
Super built-up  Area,Ready To Move,Battarahalli,2 BHK,2.0,2.0,82.89,2,1636.0,5066.6259168704155
Super built-up  Area,18-Dec,Kundalahalli,3 BHK,3.0,1.0,125.0,3,1724.0,7250.580046403712
Super built-up  Area,18-Oct,Whitefield,2 BHK,2.0,1.0,67.0,2,1216.0,5509.868421052632
Super built-up  Area,18-Feb,Yelahanka,1 BHK,1.0,1.0,36.25,1,654.0,5542.813455657492
Built-up  Area,Ready To Move,Chikkabanavar,4 Bedroom,7.0,2.0,80.0,4,2460.0,3252.032520325203
Super built-up  Area,Ready To Move,Other,2 BHK,2.0,2.0,41.0,2,1190.0,3445.378151260504
Plot  Area,Ready To Move,Other,7 Bedroom,5.0,2.0,180.0,7,1200.0,15000.0
Super built-up  Area,Ready To Move,Budigere,3 BHK,3.0,2.0,92.0,3,1636.0,5623.471882640587
Super built-up  Area,18-Dec,Hennur Road,2 BHK,2.0,2.0,73.0,2,1195.0,6108.786610878661
Super built-up  Area,Ready To Move,Nagavara,3 BHK,3.0,3.0,251.0,3,2400.0,10458.333333333334
Super built-up  Area,Ready To Move,Other,2 BHK,2.0,1.0,67.0,2,1250.0,5360.0
Super built-up  Area,Ready To Move,Whitefield,3 BHK,3.0,2.0,90.0,3,1452.0,6198.347107438017
Super built-up  Area,19-Dec,Thanisandra,3 BHK,3.0,1.0,95.0,3,1546.0,6144.890038809832
Built-up  Area,Ready To Move,Sarjapur  Road,4 Bedroom,6.0,0.0,142.0,4,3385.5,4194.358292718948
Plot  Area,Ready To Move,Indira Nagar,3 Bedroom,3.0,1.0,275.0,3,1440.0,19097.222222222223
Plot  Area,Ready To Move,Other,2 Bedroom,3.0,1.0,80.0,2,2260.0,3539.8230088495575
Plot  Area,Ready To Move,Other,4 Bedroom,3.0,2.0,90.0,4,2700.0,3333.3333333333335
Super built-up  Area,Ready To Move,Indira Nagar,2 BHK,2.0,2.0,171.0,2,1475.0,11593.22033898305
Built-up  Area,Ready To Move,JP Nagar,4 BHK,3.0,2.0,150.0,4,3000.0,5000.0
Built-up  Area,Ready To Move,Other,1 Bedroom,1.0,0.0,26.0,1,375.0,6933.333333333333
Super built-up  Area,Ready To Move,Balagere,2 BHK,2.0,1.0,66.0,2,1007.0,6554.121151936445
Plot  Area,Ready To Move,Kanakpura Road,1 Bedroom,1.0,0.0,125.0,1,54885.6,227.746439867652
Super built-up  Area,Ready To Move,Other,4 BHK,6.0,2.0,1900.0,4,5422.0,35042.419771302106
Super built-up  Area,Ready To Move,Hennur Road,2 BHK,2.0,3.0,47.0,2,1020.0,4607.843137254902
Super built-up  Area,Ready To Move,Other,2 BHK,2.0,0.0,150.0,2,1000.0,15000.0
Plot  Area,Ready To Move,Other,2 Bedroom,3.0,1.0,59.5,2,800.0,7437.5
Plot  Area,Ready To Move,Other,5 Bedroom,3.0,2.0,95.0,5,1200.0,7916.666666666667
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,2.0,3.0,55.0,2,1125.0,4888.888888888889
Plot  Area,Ready To Move,Kudlu Gate,9 Bedroom,9.0,2.0,140.0,9,1150.0,12173.91304347826
Built-up  Area,Ready To Move,Other,3 BHK,2.0,1.0,43.0,3,909.0,4730.47304730473
Built-up  Area,Ready To Move,Whitefield,4 Bedroom,5.0,0.0,240.0,4,2850.0,8421.052631578947
Super built-up  Area,Ready To Move,Other,2 BHK,2.0,3.0,85.0,2,1400.0,6071.428571428572
Super built-up  Area,Ready To Move,Kadugodi,2 BHK,2.0,2.0,61.0,2,1152.0,5295.138888888889
Super built-up  Area,Ready To Move,Subramanyapura,2 BHK,2.0,1.0,34.49,2,958.0,3600.2087682672236
Super built-up  Area,Ready To Move,Whitefield,2 BHK,2.0,2.0,55.0,2,1150.0,4782.608695652174
Super built-up  Area,Ready To Move,Old Madras Road,3 BHK,5.0,1.0,173.0,3,2990.0,5785.953177257525
Super built-up  Area,Ready To Move,Bellandur,2 BHK,2.0,2.0,85.0,2,1310.0,6488.5496183206105
Super built-up  Area,Ready To Move,Hosur Road,3 BHK,2.0,2.0,126.0,3,1590.0,7924.528301886792
Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,3.0,2.0,110.0,3,1645.0,6686.930091185411
Built-up  Area,Ready To Move,Other,3 Bedroom,2.0,2.0,100.0,3,1800.0,5555.555555555556
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,3.0,2.0,150.0,3,1795.0,8356.545961002785
Super built-up  Area,Ready To Move,8th Phase JP Nagar,2 BHK,2.0,3.0,35.0,2,1100.0,3181.818181818182
Super built-up  Area,18-Nov,Thanisandra,1 BHK,1.0,0.0,38.535,1,777.0,4959.459459459459
Super built-up  Area,Ready To Move,Other,2 BHK,2.0,2.0,70.0,2,925.0,7567.5675675675675
Super built-up  Area,Ready To Move,Basavangudi,3 BHK,3.0,3.0,120.0,3,1542.14,7781.394685307429
Plot  Area,Ready To Move,Konanakunte,4 Bedroom,6.0,1.0,375.0,4,3746.0,10010.6780565937
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,2.0,2.0,54.0,3,1430.0,3776.2237762237764
Super built-up  Area,Ready To Move,Bommanahalli,2 BHK,2.0,2.0,55.0,2,1020.0,5392.156862745098
Plot  Area,Ready To Move,Other,4 Bedroom,2.0,1.0,42.0,4,750.0,5600.0
Super built-up  Area,18-May,Electronic City Phase II,2 BHK,2.0,1.0,32.92,2,1140.0,2887.719298245614
Built-up  Area,Ready To Move,Anekal,3 BHK,2.0,1.0,45.0,3,967.0,4653.567735263702
Super built-up  Area,19-Jun,Hebbal,4 BHK,4.0,2.0,203.0,4,2470.0,8218.623481781377
Built-up  Area,Ready To Move,Other,2 BHK,1.0,0.0,35.5,2,850.0,4176.470588235294
Super built-up  Area,Ready To Move,Other,2 BHK,2.0,2.0,32.0,2,1100.0,2909.090909090909
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,3.0,2.0,110.0,3,1697.0,6482.027106658809
Super built-up  Area,Ready To Move,Varthur,2 BHK,2.0,2.0,47.0,2,1250.0,3760.0
Super built-up  Area,Ready To Move,Gottigere,2 BHK,2.0,2.0,50.0,2,1120.0,4464.285714285715
Plot  Area,Ready To Move,NRI Layout,4 Bedroom,4.0,0.0,95.0,4,1200.0,7916.666666666667
Plot  Area,Ready To Move,Hennur Road,5 Bedroom,6.0,3.0,375.0,5,5100.0,7352.941176470588
Plot  Area,Ready To Move,Other,4 Bedroom,3.0,2.0,480.0,4,2400.0,20000.0
Super built-up  Area,Ready To Move,Hebbal,2 BHK,2.0,1.0,52.0,2,1200.0,4333.333333333333
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,2.0,1.0,44.0,2,1100.0,4000.0
Super built-up  Area,Ready To Move,Devarachikkanahalli,3 BHK,2.0,2.0,76.0,3,1417.0,5363.443895553987
Built-up  Area,Ready To Move,Thanisandra,3 BHK,3.0,1.0,88.0,3,1492.0,5898.123324396783
Super built-up  Area,22-Nov,Devanahalli,3 BHK,3.0,3.0,79.15,3,1498.0,5283.711615487317
Built-up  Area,Ready To Move,Other,4 BHK,2.0,1.0,350.0,4,3500.0,10000.0
Super built-up  Area,Ready To Move,Kundalahalli,2 BHK,2.0,1.0,48.27,2,1010.0,4779.207920792079
Super built-up  Area,Ready To Move,Hennur,2 BHK,2.0,2.0,53.5,2,1255.0,4262.948207171315
Super built-up  Area,Ready To Move,Channasandra,2 BHK,2.0,1.0,35.0,2,1050.0,3333.3333333333335
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,3.0,2.0,125.0,3,1847.0,6767.73145641581
Super built-up  Area,18-May,Other,2 BHK,2.0,2.0,55.0,2,1200.0,4583.333333333333
Super built-up  Area,Ready To Move,Bellandur,2 BHK,2.0,2.0,37.28,2,982.0,3796.3340122199593
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,4.0,2.0,145.0,3,2144.6,6761.167583698592
Super built-up  Area,Ready To Move,Kengeri,2 BHK,2.0,1.0,36.5,2,750.0,4866.666666666667
Super built-up  Area,Ready To Move,Electronic City,2 BHK,2.0,2.0,35.0,2,919.0,3808.487486398259
Super built-up  Area,Ready To Move,Budigere,2 BHK,2.0,1.0,54.3,2,1087.0,4995.40018399264
Built-up  Area,Ready To Move,Other,3 BHK,3.0,2.0,74.0,3,1480.0,5000.0
Built-up  Area,Ready To Move,Tindlu,2 BHK,2.0,2.0,52.0,2,1180.0,4406.779661016949
Super built-up  Area,Ready To Move,Other,3 BHK,4.0,2.0,255.0,3,2100.0,12142.857142857143
Super built-up  Area,Ready To Move,Jigani,3 BHK,3.0,2.0,65.0,3,1221.0,5323.505323505324
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,2.0,2.0,46.0,2,1194.0,3852.5963149078725
Built-up  Area,Ready To Move,Thanisandra,3 BHK,3.0,2.0,122.0,3,2072.0,5888.030888030888
Built-up  Area,18-Dec,Whitefield,3 BHK,3.0,2.0,69.0,3,1600.0,4312.5
Super built-up  Area,Ready To Move,Sahakara Nagar,3 BHK,3.0,2.0,98.0,3,2200.0,4454.545454545455
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,3.0,3.0,220.0,3,1640.0,13414.634146341463
Super built-up  Area,Ready To Move,Kaikondrahalli,2 BHK,2.0,2.0,81.5,2,1253.0,6504.38946528332
Super built-up  Area,Ready To Move,Hennur Road,2 BHK,2.0,1.0,54.92,2,1061.0,5176.248821866164
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,3.0,2.0,115.0,3,1950.0,5897.4358974358975
Built-up  Area,Ready To Move,Marathahalli,2 BHK,2.0,2.0,68.0,2,1250.0,5440.0
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,2.0,3.0,80.0,3,1585.0,5047.318611987382
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,3.0,3.0,60.98,3,1452.0,4199.724517906336
